Text,Spam
"Subject: re : agenda for houston visit  mike ,  sounds good .  christian  mike a roberts @ ect  21 / 12 / 2000 09 : 26 am  to : christian werner / enron _ development @ enron _ development  cc : vince j kaminski / hou / ect @ ect , paul  quilkey / enron _ development @ enron _ development , mark tawney / hou / ect @ ect  subject : re : agenda for houston visit  christian ,  just finished meeting with pual , vince & mark  new plan :  let ' s plan on your coming to houston march 12 th - april 2 nd ( after our  summer / winters respectively  but . .  let ' s proceed with the project without pause :  1 . please send up the software that needs to be installed along with  operating system requirements  2 . please copy me on forecasting provided to sydney office on a daily basis  if we work on these two fronts , it will optimize your time here and permit  transotion to cover your forecasting there  thanks  - - - mike",0
"Subject: visit to enron  tom ,  i am forwarding to you a copy of the message from nick bambos . i shall try to  catch you  for a few minutes today ( monday ) to close the loop on this effort .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 13 / 2000  11 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  nick bambos on 03 / 12 / 2000 05 : 32 : 35 pm  to : vince . j . kaminski @ enron . com , bambos @ stanford . stanford . edu  cc :  subject : visit to enron  hello vince ,  it was nice seeing you at stanford and many thanks for the lunch  we had together . i really enjoyed our discussions , both at the  technical level and otherwise .  i promised to send you an e - mail regarding possible dates for  a visit to enron . i delayed it for a week till my schedule was  clearer . let ' s see if we can get a match with your schedule -  mine is rather terrible :  friday , 21 st of april looks good . but april 23 rd is easter  sunday , so that may make it difficult for some people at enron  to be around . let me know if that is the case . i am willing to  visit then , because the week after that i am scheduled to be in  japan and in the previous weeks i am all committed on fridays .  friday , 19 th of may is the next possibility , but this probably  is too far out . the main problem is that i am operating within  a window of opportunity for attracting top students for this  research . this window closes by the end of april , and it would be  important for the student support funds to be in place then , so  that i can make hard commitments to students and attract top  talent . i am already reviewing files of students who have  approached me for phd advising , and i am in a mode of doing "" soft  commitments to star - level students "" to get this research and its  potential on their radar screen . top students are highly sought  after by advisors and i want to be an early player in this  competition .  does my visit to enron have to happen before we can set up the  project and student support at stanford ? if so , doing it before the  end of april is important for getting top people . if the visit can  happen after we get the ball rolling , then we can schedule it in may .  i assume there will be multiple visits both ways when the project gets  going . please let me know what you think .  best regards ,  nick",0
"Subject: summer rotation in rac  vince ,  i had a lunch meeting with rudi and vladi from rac , and i also met with ted  murphy .  they are supposed to get back with me by friday to confirm the proposed  summer rotation .  so far i have a very positive impression of the group , and the projects that  they are involved in .  they also told me that rac and research people are often working on projects  together , so i am sure that my ties with research are not going to go away  with me rotating to rac .  i will keep you posted on further developments .  coordially ,  jason sokolov",0
"Subject: vince ,  i hope you are well . until today , i did not know there was another kaminski  at enron . perhaps you know him already but i found him in the enron address  book his first name is jim .  i am enrolled in the above mandatory program and i have nominated you in the  peer / colleague category , to provide feedback on me . i do not know the nature  of the questions you would be required to respond to but sometime soon you  would receive an e - mail asking you for your input .  i know your plate is full and life is already hectic but i thought i could  nominate you for your input . i should be grateful if you would take some  time off your very hectic schedule and provide the feedback on me .  very many thanks ,  tony  enron broadband services  713 - 853 - 3939",0
"Subject: failure notice  hi . this is the qmail - send program at mxo 0 . atlanticasp . net .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  user unknown .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 14123 invoked from network ) ; 19 jul 2005 11 : 05 : 18 - 0000  received : from unknown ( helo mailwisconsin . com ) ( 61 . 74 . 129 . 210 )  by mxo 0 . atlanticasp . net with smtp ; 19 jul 2005 11 : 05 : 18 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24815387 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : info @ workforcemetrics . net  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",1
"Subject: all prescriptions are dispensed by licensed pharmacists  enjoy great sex by taking viagra !  become a fixer , not just a fixture .  reform , v . a thing that mostly satisfies reformers opposed to reformation .  friends may come and go , but enemies accumulate .",1
"Subject: you need only 15 minutes to prepare for the night of love .  same medicine , different price !  teachers open the door . you enter by yourself .  the secret of success is constancy to purpose .  it ' s easy to quit drinking . i ' ve done it a thousand times .  love is not love which alters when it alteration finds .",1
"Subject: today ' s gathering  hello , vince !  i was planning to stop by damian ' s this evening , but i think i ' ll go home  instead . i ' ve contracted a sneezy cold , and i don ' t want to spread it around  anymore than i already have .  thank you for putting this together . i ' ll have to make the one in january  for sure !  sam",0
"Subject: any med for your girl to be happy !  your girl is unsatisfied with your potency ? don ' t wait until she finds another men !  click here to choose from a great variety of llcensed love t @ bs ! best pri $ es , fast shippinq and quaranteed effect ! here you buy it right from warehouse !  the store is verified by bbb and approved by vlsa ! ",1
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professional  $ 150 adobe premiere pro 1 . 5  $ 90 corel desiqner 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere elements  $ 125 corel painter lx  $ 80 adobe liiustrator cs  $ 80 adobe indesiqn cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 uiead cooi 3 d production studio 1 . 0 . 1  $ 90 alias motion buiider 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop elements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  florentina",1
"Subject: june 21 - 22 retail electricity conference  dear workshop participant :  i hope you will be able to join us for the conference on "" retail  participation in competitive power markets "" to be held at the littlefield  conference center , stanford university , on june 21 - 22 , 2001 . conference  attire will be business casual .  the meeting will begin on thursday morning , june 21 , at 9 : 00 a . m . and will  conclude by 5 : 00 p . m . on friday , june 22 . a continental breakfast will be  available in the meeting room each morning beginning at 8 : 30 a . m .  please visit the "" june 21 - 22 "" meeting under  for a description of the meeting and some information about hotels .  please help us in our planning by using the form there to respond back to  emf about your participation . we have listed potential participants and  planned presentations based upon previous messages . please update me with  any additional presentations or changes in existing presentations .  i look forward to seeing you in june . in the interim , please do not  hesitate to call me or email me if you have questions or suggestions  regarding this workshop .  hill huntington  hillard g . huntington  emf - an international forum on  energy and environmental markets voice : ( 650 ) 723 - 1050  408 terman center fax : ( 650 ) 725 - 5362  stanford university email : hillh @ stanford . edu  stanford , ca 94305 - 4026  emf website : http : / / www . stanford . edu / group / emf /",0
"Subject: re : worldpower  mark ,  i agree with you . they do not seem to have the market penetration we need .  the benefits don ' t justify the expense .  i shall notify them .  vince  mark palmer @ enron  01 / 21 / 2000 08 : 22 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : worldpower  i think we should decline .  mark",0
"Subject: re : updated message - preliminary rankings  norma ,  i could not open the message . i get the message : encrypted , not intended for  you .  vince  norma villarreal  11 / 29 / 2000 06 : 06 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : updated message - preliminary rankings",0
"Subject: hedge effectiveness test for fair value hedges  gentlemen :  we have had favorable responses regarding the use of our volatility  reduction method ( roger , i ' ve attached a copy of our article in case you  hadn ' t seen it ) . however , there continued to be a quibble about how to  create the set of data points that would be inputs into the testing process .  last week the consulting arm of a "" big five "" accounting firm indicated that  the following method proposed by us would be acceptable . we believe this  method overcomes the statistical problems that arise from using interest  rate differences from overlapping ( "" rolling "" ) quarters .  method :  1 ) calculate daily yield curve changes expressed as ratios , using historical  rates from the most recent , say , two years . ( note : no overlap ) . this  results in a set of around 494 vectors of ratios ( approximately 247 trading  days per  year ) .  example :  if the first three yield curves in the historical set look like this :  19980801 6 . 5 6 . 6 6 . 7 . . . . . . . . . 7 . 2  19980802 6 . 3 6 . 3 6 . 6 . . . . . . . . . 6 . 9  19980803 6 . 6 6 . 8 6 . 9 . . . . . . . . . 7 . 1  then the change from 8 / 1 / 98 to 8 / 2 / 98 is :  6 . 3 / 6 . 5 6 . 3 / 6 . 6 6 . 6 / 6 . 7 . . . . . . . . . . 6 . 9 / 7 . 1  and the change from 8 / 2 / 98 to 8 / 3 / 98 is :  6 . 6 / 6 . 3 6 . 8 / 6 . 3 6 . 9 / 6 . 6 . . . . . . . . . 7 . 1 / 6 . 9  2 ) randomly select 62 of these "" ratio "" vectors ( approx . 62 trading days in a  quarter ) .  3 ) multiply these ratio vectors together to get a single vector ( ie , the 62  6 mo ratios are multiplied together , the 62 lyr ratios are multiplied  togeter , etc . ) . the result represents a single quarterly yield curve  transformation . apply it to "" today ' s "" yield curve . the resulting yield  curve represents one simulated quarterly change in interest rates  4 ) repeat steps 2 and 3 until an adequate number of yield curves are  generated , say 100 .  5 ) proceed with testing process .  i would be interested in your comments .  leslie abreo  andrew kalotay associates , inc .  61 broadway , ste 3025  new york ny 10006  phone : ( 212 ) 482 0900  fax : ( 212 ) 482 0529  email : leslie . abreo @ kalotay . com  visit aka ' s website at http : / / www . kalotay . com  - fasl 33 article . pdf",0
"Subject: re : iris mack  molly ,  this is the list of people we can ask to interview iris .  i would include one ( or possibly more ) people from each group below ,  depending on availability .  1 . debbie brackett or bill bradford  2 . ted murphy , bjorn hagelman or david port  3 . mark tawney or joe hrgovcic  4 . greg whalley or louise kitchen  i shall send a message to them explaining that we try to identify the best  fit for a good  candidate .  vince  enron north america corp .  from : molly magee 12 / 18 / 2000 11 : 57 am  to : vince j kaminski / hou / ect @ ect  cc : shirley crenshaw / hou / ect @ ect  subject : iris mack  iris would like to come on thursday , 12 / 28 / 2000 , to visit with you and your  group . she will be in new orleans , and will just fly in for the day .  molly",0
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialls has a iot of advantaqes over viagra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohoi ! we ship to any country !  get it right now ! .,1
"Subject: failure notice  hi . this is the qmail - send program at nsl . mxlinux 2 . com .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  this address no longer accepts mail .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 30891 invoked from network ) ; 19 jul 2005 10 : 57 : 17 - 0000  received : from ntokymo 09176 . okym . nt . adsl . ppp . infoweb . ne . jp ( helo mailwisconsin . com ) ( 218 . 229 . 92 . 176 )  by wpc 2010 . amenworld . com with smtp ; 19 jul 2005 10 : 57 : 17 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24816188 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : info @ grafex . net  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",1
"Subject: re : copy room  kevin ,  you have full charge . thanks for volunteering .  liz  kevin g moore  04 / 06 / 2000 07 : 50 am  to : barbara lewis / hou / ect @ ect , mike a roberts / hou / ect @ ect , frances  ortiz / hou / ect @ ect , liz m taylor / hou / ect @ ect , vince j kaminski / hou / ect @ ect ,  shirley crenshaw / hou / ect @ ect  cc :  subject : copy room  to whom it may concern :  i would like to know who will be responsible for keeping up with  the copy room near my area . eb 32 copy rooml  i am aware that this is something that must be decided by  whoever is in charge however , i would like to participate in keeping this  room operational .  please note that i use this room more often than anyone else  and i pay more attention to what is needed there on a daily basis .  i am not asking for full charge over the room but i would like to assist  whereby , it will always be operational .  thanks  kevin moore",0
"Subject: re : holiday greeting from jerry wind  - holiday , revisionl . doc",0
"Subject: re : london research prc  dale ,  thanks for the update . i fully concur with all the rankings .  it seems things are going well with the research group in  london and this is , to a very large extent , your contribution .  i think that anjam has improved a lot . i don ' t think , however ,  that he can run the group in the future . steve emerged as a natural  leader and has overwhelming support in the organization .  vince  dale surbey  06 / 15 / 2000 02 : 28 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : london research prc  vince ,  we had the prc preranking for rac and research in london yesterday . here ' s  how everyone came out :  steven - superior : no controversy here . steve received consistently strong  feedback ( ranked as either superior or excellent in all categories ) . the  only rough spot was teamwork , arising from the friction between anjam and  himself .  anjam - excellent : anjam received rankings of superiors or excellents in all  categories . several reviewers commented that anjam ' s performance in the  areas of producing results in a timely manner and communication have  improved . i felt the overall ranking of excellent was justified based on  this feedback , even though in terms of leadership i don ' t rate him high  enough to run the group here .  stinsen provided the most insightful comment on anjam ' s performance :  "" technically superior but lets his quest for a leadership position detract  from his overall performance "" .  on a related topic , anjam has been taking random days off , typically on short  notice , so i suspect he ' s interviewing for a new job . given his inability to  work with steven ( especially in the future when stephen heads the group ) ,  this may be the best long - term solution . any thoughts ?  ben - superior : another non - controversial ranking . ben received  consistently high marks from all the groups he supports , especially in the  area of non - technical skills .  i nominated ben for promotion to senior specialist . even though he was  promoted at year end , he ' s taken on a lot of responsibility training kirstee  and helping manage the other quant resources in brian ' s group . also , since  kirstee was hired in at the same level as ben , a mid - year promotion is  appropriate since he ' s effectively her supervisor .  kirstee - strong : only limited feedback in the 2 months she ' s been here .  high marks for technical / quantitative , strong in the "" soft "" skills . i think  the strong rating is the right message for early in the game - gives her a  target for improvement for the rest of the year .  - dale",0
"Subject: do vidzenija !  vince ,  today is the last day of my internship here this summer . i have had a  terrific summer . thank you so much for all of your support ! i have talked  with my supervisor from this group and i am pleased that he feels strongly  and positively about my performance . of course , my job decision is a very  important one for me and as i consider job offers in the upcoming months , a  variety of factors will be influencing my choice . certainly one of them will  be the positive experiece i have had with enron . but regardless of my  decision in future , i am so glad that i have had the opportunity to glimpse  into enron ' s business and culture . i have met some amazing people here , and  my experience with enron is something i will always take with me whereever i  go .  i hope to hear from you again . please feel free to contact me at any time .  my email remains : vngo @ rice . edu and i will leave shirley my phone number as  soon as i know it !  deepest regards ,  van",0
"Subject: dale nesbitt  greg ,  dale nesbitt is a consultant who develops pricing models ( spot and fwd )  prices for e - commerce sites . he will be in houston in the beginning of july .  any interest in meeting him ?  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 06 / 28 / 2000  05 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vkaminski @ aol . com on 06 / 11 / 2000 03 : 17 : 23 pm  to : vkamins @ enron . com  cc :  subject : dale nesbitt  o :  cc :  subject : re : follow up  vince :  thanks for your help in this matter . i dont want to be a bother to you . i  know you are doing your best to put this together as a go between .  as you might suspect , i am in a hurry to put together the right hearing at  enron because marketpoint is just now being completed - - u . s . and world oil  and gas and north american electricity . we have just signed up our first  web provider ( e - acumen . com ) , who is preparing to vend our north american  electric generation data base over their website . i believe we are an  integral part of their offering . it wont be long before marketpoint needs  the capitalization to meet our growing customer needs professionally and  quickly , particularly when we sign up one or more vertical portals to vend  or offer fundamental forward projections from our models . i a loath to do  so without the capitalization and staffing we need . also , i am loath to do  so without the market reach that a partner like enron could render instantly  available .  i also would be eager during my next trip to houston to continue the  discussion with you regarding how marketpoint might benefit enron directly .  i plan to be there the last week in june .  thanks again for all your help and support .  dale",0
